ID;LIMIT_BAL;SEX;EDUCATION;MARRIAGE;AGE;BILL_AMT1;BILL_AMT2;BILL_AMT3;BILL_AMT4;BILL_AMT5;BILL_AMT6;PAY_AMT1;PAY_AMT2;PAY_AMT3;PAY_AMT4;PAY_AMT5;PAY_AMT6;default payment next month
27935;180000;2;1;2;28;2393;5428;5683;39351;3241;2614;5461;5834;39000;3241;2614;3506;0
27939;420000;2;2;2;28;89829;82251;78830;76521;78049;79792;5126;3019;2777;2800;3000;3000;0
27941;70000;2;1;2;27;42825;47047;62703;28945;16345;21163;5000;20000;10000;6000;5000;8000;0
27949;230000;2;1;2;28;45405;41630;38940;37150;36306;33563;2500;3013;4000;5006;3000;3000;0
27950;240000;2;1;2;29;10747;30380;15579;20496;15296;24332;30439;10023;10000;5000;15000;15000;0
27954;50000;2;1;2;25;44641;45769;47397;40345;31003;29693;1870;2500;3017;1060;1300;2000;0
27955;200000;2;3;1;26;201642;202486;197888;145078;137272;131447;7671;6210;4500;4200;6200;4200;1
27964;50000;2;3;2;28;51422;50525;49691;49308;30284;30554;2100;2500;28400;1100;2000;1500;1
27965;80000;2;2;1;28;150651;52233;81162;71470;28718;27813;3905;81000;1513;47921;10000;2001;0
27968;130000;2;1;2;27;37319;38252;46741;42881;367;46265;2031;10000;1000;367;61170;1200;0
27970;110000;2;2;2;28;79573;81449;83241;84960;86045;88060;3800;4000;4000;3400;3400;7000;0
27973;200000;2;1;2;28;1860;4464;29705;25854;510;1470;4464;29705;25854;510;1470;5822;0
27974;60000;2;1;1;28;2848;1469;1647;1355;1458;1631;1469;1675;1355;1458;1631;1931;0
27975;310000;2;3;2;28;240846;220845;179260;116798;109647;114745;10500;7809;10000;10000;10334;10000;0
27977;180000;2;1;1;27;152158;155181;158437;161664;164873;168344;5539;5741;5852;5881;7607;6135;0
27979;240000;2;1;2;29;3647;2530;464;1316;1102;3381;2535;464;1316;1104;3384;5200;0
27982;60000;2;3;2;28;59650;51176;42368;35730;28670;27979;3376;1900;1908;1133;1015;1153;0
27983;100000;2;2;1;28;94245;95268;96620;97938;78126;65680;3500;3800;3900;3000;2300;2300;0
27986;120000;2;2;2;29;96342;97724;99131;100464;100380;101445;4500;4500;4500;3700;3679;4100;0
27987;250000;2;1;2;30;18751;21550;23932;37329;26339;4836;5000;3500;15054;7885;4836;9655;0
27988;180000;2;1;1;30;1863;1863;2886;840;2052;1443;1863;2886;840;2052;1443;1443;1
27989;210000;2;2;1;30;107539;103234;47363;45810;42093;36587;3000;3018;2000;1500;1500;2000;0
27991;210000;2;1;2;26;132909;135210;140056;143584;147832;150953;7000;7003;8000;8000;5500;7000;0
27993;270000;2;2;2;29;88996;17142;18118;147189;170268;170268;17142;18118;147500;60000;15000;58354;0
27995;220000;2;2;1;29;142818;141540;131810;118866;115256;97161;5042;5042;3687;3660;3528;3314;0
27998;400000;2;1;1;31;325;5581;2833;1162;325;325;5581;2833;1162;325;325;325;0
27999;230000;2;2;1;30;234521;228486;216287;215927;174259;174486;9800;8502;8350;6200;6500;6500;0
28002;150000;2;1;2;29;145138;140210;136196;105989;98836;94504;5200;7982;4500;4048;3800;3818;0
28003;230000;2;1;2;29;711;711;711;711;711;291;711;711;711;711;291;1131;0
28004;510000;2;1;2;30;71121;481382;559712;163628;117475;116656;493358;1227082;164577;510;6239;4550;0
28006;150000;2;1;2;27;51032;69242;65366;62283;60942;55878;30000;20142;3759;7022;20000;10000;0
28008;250000;2;2;1;25;24920;26456;24196;22408;20610;17978;2000;1790;1250;700;644;1000;0
28011;420000;2;2;2;29;267050;272606;278407;284777;301438;308571;10000;10200;11000;21500;12000;15000;0
28012;170000;2;5;2;30;66805;51351;38816;32475;24606;21988;5148;3000;1978;4700;1000;2000;0
28013;220000;2;1;2;28;6601;8312;2102;4707;7216;6565;5026;2102;4000;7216;6565;4757;0
28014;160000;2;2;2;28;2191;645;2102;5477;2258;1849;645;2118;5477;2276;1851;5543;0
28018;240000;2;2;2;27;30589;2225;3708;20694;19771;38603;2239;3700;20739;10003;40115;8756;0
28019;20000;2;2;2;28;2937;5696;4144;8168;6894;11424;3353;3;5101;6;6530;8103;1
28021;80000;2;2;1;29;80100;79368;81130;49407;49067;50234;3500;3700;1800;1900;3000;2000;0
28022;400000;2;1;2;29;5567;13011;22396;26359;41627;16709;13011;10001;5023;20150;5082;4134;0
28023;150000;2;2;2;27;88957;92548;82169;67958;69310;70819;5500;2730;2468;2483;2628;10000;0
28024;180000;2;2;1;32;95917;85902;77013;69551;62960;59487;2986;3000;2367;3000;3554;5495;0
28025;360000;2;3;1;32;227689;206249;182985;186047;188389;191907;7142;8200;7600;6200;6000;7000;0
28026;160000;2;1;1;30;960;3597;3633;2707;6087;4852;3597;3633;2702;6087;4852;9425;1
28029;50000;2;2;1;33;34485;28251;7114;28042;28479;29066;1815;1700;30042;1200;1200;1300;1
28030;50000;2;2;1;34;50680;50655;50710;50503;40140;-21364;50702;2033;1776;2000;29000;59901;0
28031;50000;2;3;1;29;47194;48381;46777;39420;8824;9009;2002;2000;1530;1000;327;329;1
28035;310000;2;1;2;29;8454;14570;21897;4316;771;2888;14581;11139;15347;793;7390;1436;0
28036;430000;2;3;2;30;308741;304476;277823;251443;236975;203526;12000;11000;11000;10000;8000;8000;0
28037;100000;2;1;2;30;89242;91067;93409;95056;75688;77330;4200;4700;4500;3000;2900;2901;0
28038;500000;2;1;2;29;28555;33055;42392;36641;12149;426518;5000;10000;5132;12159;426529;20016;0
28039;200000;2;2;2;29;204134;194949;153646;137087;134995;135953;8000;5542;5308;4587;4750;4935;1
28040;140000;2;1;2;29;135436;144922;141289;137377;93261;95368;13102;17;5547;3242;3512;3333;0
28042;200000;2;1;2;28;466;161746;153377;134027;135120;136512;161844;5228;5005;5004;5151;5253;0
28045;190000;2;1;2;28;141693;143464;146943;151905;153538;156664;5618;5795;7408;5645;5753;6370;0
28046;50000;2;1;2;28;48782;47708;49846;49303;29722;29624;2100;3600;2146;1004;1100;1294;0
28051;390000;2;1;2;29;89953;107947;60313;55769;65835;72177;25000;35127;20000;12000;7500;15000;0
28052;30000;2;2;1;31;16207;16735;18253;19646;21238;23843;4000;5000;5000;5000;5000;5006;0
28053;10000;2;2;2;32;77;7417;8459;9493;9678;9634;7417;1166;1200;300;1000;500;1
28054;270000;2;2;2;32;59710;49986;104390;94856;86461;83650;1808;69563;2891;2689;3012;2771;0
28059;20000;2;3;2;40;19088;13828;9290;6636;2941;642;1248;1200;1156;1000;700;4600;0
28061;50000;2;2;1;47;48433;49664;49405;47522;28711;28060;3500;2013;1863;1006;1300;2500;0
28063;400000;2;1;2;36;845;1423;6649;3051;1926;51669;1428;6676;3051;5;51965;5038;0
28065;80000;2;2;1;36;74652;76506;78173;79220;81351;48056;3700;3500;3000;3368;1023;1500;0
28066;380000;2;2;1;30;225995;231382;224420;136324;137929;114249;10382;8420;46777;4929;4249;5528;1
28067;230000;2;3;1;33;233314;222220;210778;211132;179564;176949;8005;10002;15037;6500;16002;8002;0
28068;210000;2;1;2;31;9604;10970;1230;24531;24287;22683;5056;1230;24531;1003;479;8080;0
28069;100000;2;2;2;40;92393;85345;76109;77068;77868;75954;3500;3500;3300;3000;3000;3000;0
28070;210000;2;2;1;44;124146;127341;92812;89878;80812;139202;6000;6000;6000;5000;60000;7000;0
28071;140000;2;1;1;35;92924;88331;83421;79088;73360;67700;4691;4251;4500;3000;2500;2300;0
28075;50000;2;2;2;26;49296;39427;35674;31113;31734;32488;1614;1546;1461;1082;1210;1203;0
28078;230000;2;1;2;46;699;699;699;999;1149;849;699;699;999;1149;849;999;0
28083;140000;2;1;1;41;80603;80193;73318;70523;55318;50236;3000;3336;2372;1453;1536;1300;0
28086;170000;2;2;1;36;813;2080;5425;115;505;1012;2085;5425;115;505;1012;1560;0
28088;120000;2;2;2;33;508;607;611;593;653;587;700;611;593;653;587;916;0
28089;150000;2;2;1;40;3042;41036;16465;40215;5024;19924;41243;16548;40442;5049;20023;6035;0
28090;80000;2;1;1;45;77402;78997;79821;79308;52172;50266;2900;3600;10002;1754;1765;3795;0
28091;100000;2;2;1;48;109033;97041;80993;72751;67146;68490;3641;3782;5000;5000;3000;3000;0
28093;130000;2;3;2;46;131996;132177;132927;131866;130707;129174;5000;5000;4600;5000;4614;5139;0
28094;100000;2;2;2;41;96509;97042;98054;92466;67337;67093;4500;5000;4000;5000;3000;4000;0
28096;150000;2;2;2;41;316;316;316;316;466;8057;316;316;316;466;8057;316;0
28098;350000;2;1;1;37;6185;27821;36140;34022;26366;67650;27821;36532;34022;20000;117650;74086;0
28104;50000;2;1;1;31;50883;51184;50092;50332;29690;30246;2200;4;2300;1100;1400;1200;1
28106;180000;2;1;1;39;892;6809;18390;13999;933;933;6846;18399;13999;933;933;993;0
28111;220000;2;4;1;35;1849;326;12681;84674;35326;1026;326;12681;84674;35326;1026;3088;0
28112;210000;2;2;1;36;13460;14765;14939;15748;16069;13780;1534;1307;1116;437;399;276;0
28113;480000;2;2;2;38;5619;7600;123988;177054;273429;293157;7600;123988;60000;100000;24250;12735;0
28114;140000;2;3;2;43;140832;131883;123504;126441;129345;137539;5006;4500;5000;5000;10490;5000;0
28115;150000;2;2;1;38;149957;152224;152208;116763;72325;73273;6000;5440;4000;3000;3000;3000;0
28117;350000;2;1;1;41;15407;17826;23489;29037;36213;38163;3000;6000;6000;8027;8000;8000;0
28118;150000;2;2;2;43;111024;111486;12596;13610;14381;15147;2720;1500;1229;1000;1000;1000;0
28119;420000;2;1;1;39;298753;304964;312224;315822;275393;278745;13000;14000;11230;10000;8091;6965;1
28121;180000;2;1;1;44;138701;140009;143053;145695;143705;133883;5100;5297;5128;4869;4960;5177;0
28122;290000;2;2;1;39;-70;9540;390;3184;390;390;10000;800;3184;390;390;6617;0
28129;500000;2;1;2;35;33214;18521;22802;22518;25733;19715;18694;22948;22571;14067;7598;4042;0
28130;10000;2;3;1;49;9807;9976;7538;9322;9567;9766;2114;1131;2155;1400;1354;428;0
28131;100000;2;3;1;42;58543;54902;54590;53037;54100;53889;2004;1966;1884;1903;1940;2000;0
28134;50000;2;2;1;39;37503;33505;25626;26444;19422;19438;1399;1480;1298;677;700;1000;0
28135;550000;2;1;2;44;27093;30805;7451;16111;22819;80846;30820;7851;19751;29700;80987;36158;0
28136;200000;2;3;1;42;2213;5283;1863;9323;1612;1619;5286;1863;9323;1612;2054;5808;0
28137;50000;2;3;1;44;46363;47356;48905;49794;8820;9000;1762;2311;2200;176;180;9769;0
28138;230000;2;3;1;36;232115;225086;222286;222884;220876;221496;22;9005;9037;7519;8018;8100;0
28139;330000;2;3;1;45;33369;34509;35406;34770;35468;36211;2000;1470;1374;1072;1113;2000;0
28142;200000;2;3;1;36;167385;171476;175956;171340;177236;181978;8000;8045;8000;8000;7000;18000;0
28143;430000;2;5;2;44;626648;586825;547667;504474;462640;420585;20659;20421;16943;15634;14933;15131;0
28146;360000;2;2;1;47;71006;37066;49018;32760;31489;22316;36448;48833;32928;31646;22428;37984;0
28148;150000;2;1;1;36;38298;39292;40357;41284;42105;43146;1635;1700;1600;1507;1719;2000;0
28149;170000;2;3;2;47;16089;5454;8846;920;380;4765;5455;8866;921;381;4801;1632;0
28152;300000;2;1;2;32;169223;179223;199223;202486;200935;-6;10000;20000;11022;4935;6;2844;0
28154;210000;2;1;1;34;73329;74261;75602;76062;76287;76971;2700;3500;3300;3000;3000;3000;0
28156;210000;2;2;1;43;3088;5045;8024;1292;1000;3340;5056;8042;1292;1000;3340;7941;0
28157;80000;2;2;1;32;77808;77180;79147;81159;69573;70306;3000;4000;4000;5000;8000;2800;0
28158;130000;2;3;1;31;62518;4049;6690;-1018;89445;90179;4065;6704;21018;92610;3272;3332;1
28159;320000;2;2;2;35;94561;96683;78479;71121;44698;53230;6085;3632;5010;7059;30018;59518;0
28160;350000;2;5;1;45;355310;337523;342288;336750;341376;348730;13671;12678;13601;12136;12771;12900;0
28161;260000;2;1;2;29;78341;44155;27779;27738;27923;28143;10000;30150;2000;3000;2000;2000;0
28162;230000;2;3;2;46;273094;341657;344026;160377;85681;-371;135034;10806;20266;15120;343;100014;0
28165;210000;2;1;1;30;187191;140417;107768;84505;81796;52453;4700;4500;3100;3016;2000;2000;0
28167;30000;2;1;1;32;27764;29276;28637;29325;30004;30506;2000;2000;1500;1100;1300;1000;1
28168;70000;2;2;1;31;38579;43891;33798;25993;26263;26812;8958;1500;2000;1000;972;982;0
28169;270000;2;2;1;31;177003;175642;198983;190085;177102;176033;6235;30067;8399;5623;5669;6207;0
28170;350000;2;1;2;30;951;601;714;263;900;1271;605;716;263;900;1271;1218;0
28172;110000;2;2;1;48;108668;111162;107172;107629;106628;106903;4322;5369;4003;3806;4050;3672;0
28173;150000;2;2;1;44;49716;50198;50543;50774;51074;50425;2000;1845;1772;1768;1808;1764;0
28175;300000;2;2;1;30;10746;13267;11915;8813;8292;13546;7006;6416;5800;6000;8900;4000;0
28176;20000;2;2;1;32;18377;18353;19103;19471;19225;19106;1288;1305;1277;656;1106;602;1
28177;50000;2;2;1;31;44105;33089;22829;13216;16100;16696;2000;2506;3000;3000;1070;5203;0
28180;150000;2;1;1;46;135748;136681;140019;143237;140658;143344;5000;5000;5000;5000;5000;5000;0
28183;360000;2;1;2;33;5334;6849;68133;71708;58551;54678;3017;65009;6784;3041;5044;3042;1
28184;50000;2;2;1;33;37541;36504;26901;26021;19438;12198;1434;1555;1148;1000;422;372;0
28185;220000;2;2;1;33;204144;175748;172758;175030;174122;175472;6500;6300;7700;6300;6300;6150;0
28187;150000;2;1;1;33;20441;26417;1091;5933;1517;1787;6549;1096;5962;1524;1795;1525;0
28188;210000;2;1;1;34;326;983;1297;326;326;326;983;1297;326;326;326;326;1
28189;70000;2;2;2;34;67655;68525;68038;55193;27099;28298;3200;2518;1525;1000;2000;2000;0
28190;50000;2;2;1;48;44324;43053;44016;15386;31401;16573;2000;1880;2000;1000;2000;1500;0
28193;170000;2;1;2;34;1088;1088;5425;5223;1084;1084;1088;5425;1000;2172;1084;1189;0
28195;130000;2;3;1;49;25339;26342;27376;28415;28980;29738;1427;1461;1500;1037;1225;1080;0
28196;200000;2;3;1;48;119139;5844;3666;37005;47376;1292;5844;3694;37177;47376;1292;46626;0
28197;360000;2;2;1;40;29540;27930;692;41301;10889;2017;27930;692;41303;10893;2017;13894;0
28198;160000;2;2;1;42;25338;27601;31818;34270;35698;37122;3000;5000;3000;2000;2000;2000;0
28199;310000;2;2;1;42;2851;4609;2109;14109;2109;2218;7869;2109;14109;2109;2218;1809;0
28200;500000;2;1;1;40;18436;2574;1390;3186;1649;2507;3001;1320;2007;1651;2517;4180;0
28201;430000;2;1;2;36;258212;232225;237297;240682;245337;242481;10500;10300;9000;8541;9054;8543;1
28204;300000;2;2;1;38;1250;940;11240;12137;15937;16437;940;10300;1200;4000;500;6000;0
28206;20000;2;3;1;39;19078;19929;16912;12698;11939;12346;1509;1321;1500;500;600;1500;1
28209;370000;2;2;2;38;75823;63617;65585;67223;62201;64356;5000;3000;3003;3000;3500;60000;0
28210;230000;2;2;1;36;4390;1402;3665;929;4167;115126;1402;3665;929;4167;115126;5000;0
28211;300000;2;2;1;40;11704;10196;8900;7099;5437;3958;1139;1322;1000;2000;1000;1000;0
28213;320000;2;1;1;41;95155;97797;99672;101953;102284;104090;4400;4520;5050;3590;3700;3750;0
28214;310000;2;3;1;45;311401;218298;222424;220058;199376;189840;21084;20000;12000;15000;8000;15000;0
28217;200000;2;3;2;45;69817;71272;76740;67480;68843;70266;2049;6104;1839;1862;1918;2149;0
28218;160000;2;3;1;38;151963;141884;143428;146289;128133;124606;5100;7100;7500;4500;5000;4800;0
28224;180000;2;3;2;31;2941;1436;12900;3026;2168;487;1443;12964;3041;2178;489;2638;0
28226;180000;2;2;1;33;70472;72518;73422;72687;68167;69746;3218;2708;3071;2500;2615;2500;0
28227;290000;2;3;1;46;30365;32571;36918;37063;11566;32057;32575;36982;37063;11566;32057;1501;0
28228;200000;2;2;1;37;4942;3554;3152;2732;1380;1380;1068;1046;1006;34;1386;1386;0
28230;400000;2;2;2;35;61245;109943;222085;223350;213831;210563;50016;120018;10071;8037;8018;8809;1
28233;340000;2;2;2;39;332319;308286;315601;318616;243586;248766;12500;13775;10631;8900;9200;9525;0
28234;50000;2;2;1;41;74903;49413;50812;50261;29720;30233;2120;2500;1905;1500;1200;1200;0
28235;220000;2;3;1;43;215050;211239;207821;209795;144729;148139;9029;10000;9084;10042;10000;10000;0
28238;360000;2;2;2;43;6088;17980;4890;3008;3920;19282;17980;4897;3008;3920;19282;52087;0
28240;10000;2;3;1;34;7101;8131;9024;6292;2530;6727;1307;1200;1012;2530;6727;56;1
28243;30000;2;2;1;44;21003;22309;23343;24336;24475;24643;1662;1696;1689;1016;893;1100;1
28244;110000;2;2;1;37;95986;189688;93984;91983;90129;89925;4300;5000;4109;3100;3322;3472;0
28253;100000;2;3;1;48;390;5333;15798;390;2265;1823;5333;15798;390;2265;1823;780;0
28254;50000;2;2;1;38;51023;51019;50951;50818;40453;37862;2300;2210;3300;1910;1530;1600;0
28255;80000;2;3;1;42;4571;4905;9764;3829;4248;3747;4905;9764;3829;4248;3747;3569;0
28256;140000;2;3;2;41;85698;24993;26021;28684;29273;30900;1400;1337;3000;951;2000;21604;0
28257;270000;2;1;1;45;218116;207533;204532;196061;180142;185838;10041;10064;9238;6000;8044;7030;0
28261;260000;2;3;1;44;259346;234428;176632;129022;131447;135699;9428;6729;5022;4447;5699;5498;1
28262;20000;2;2;1;42;18162;18464;19465;19649;19978;20512;900;1600;800;950;1000;800;1
28263;160000;2;2;1;34;390;390;390;390;390;584;390;390;390;390;584;91;0
28264;50000;2;2;1;43;46882;49737;50361;50152;28119;28238;5100;2600;2011;2000;3510;2000;0
28265;50000;2;3;1;41;46857;48080;49705;51400;16087;16827;2000;2400;3000;16087;1000;800;0
28268;230000;2;2;1;43;7075;7806;8392;8967;8729;10816;1279;1295;1300;468;2816;5893;0
28270;20000;2;2;1;49;9589;11627;12145;12648;13438;14222;2200;1000;1000;1000;1000;1000;1
28271;90000;2;2;1;44;390;390;390;390;390;390;390;390;390;390;390;390;1
28272;130000;2;3;1;38;64517;64254;66103;61549;62389;58782;3000;3500;3000;2500;2000;2000;0
28275;430000;2;2;1;42;89756;89395;90052;90604;91200;92134;3169;3243;3200;3185;3500;3500;0
28276;110000;2;2;1;40;5457;6660;7590;8657;9013;9367;1300;1200;1200;500;500;1000;0
28277;210000;2;5;1;40;206446;202462;173236;84302;25876;140066;8139;10007;5609;2000;151139;6000;1
28278;260000;2;3;2;49;-5684;211466;200304;2735;316;305;217773;200304;2759;316;305;2596;0
28279;280000;2;3;1;45;294995;316345;334612;262625;172344;182776;26345;24612;22625;12344;12776;11852;0
28280;230000;2;2;2;36;858;885;669;656;827;2360;885;669;656;827;2376;943;0
28281;50000;2;3;2;46;36165;15054;15414;16349;15800;14719;1600;1300;2000;600;1000;700;0
28282;320000;2;2;2;36;396;396;396;596;13386;396;396;396;596;13386;396;396;0
28283;110000;2;2;1;41;104133;106135;45766;46864;50935;49538;4500;2000;2000;5000;2023;806;1
28284;180000;2;2;1;42;390;390;390;17475;17425;17396;390;390;17475;611;629;625;0
28285;180000;2;3;2;41;130979;133062;124014;125279;115315;117740;5739;4700;4316;4090;4245;5000;0
28288;70000;2;2;2;32;67955;58404;50036;36908;29439;19494;3007;1794;2000;967;1000;870;1
28289;20000;2;2;2;44;18578;19928;18677;18503;17231;15410;2000;2000;2000;1100;1586;506;0
28290;50000;2;2;2;36;39125;40169;41461;36901;18499;18244;2000;2000;2090;1000;648;2000;1
28292;220000;2;3;2;46;214274;214207;211733;80965;78992;77537;11000;10000;10000;6000;6000;5000;0
28293;180000;2;1;2;29;15991;1473;26876;53390;35292;61910;1473;26876;53390;35292;61910;23913;0
28295;100000;2;2;2;30;96636;95169;97303;99339;77082;77677;3402;3663;3788;2695;2772;2903;0
28296;280000;2;2;2;30;13182;5290;2711;4464;4069;5161;5290;2711;4476;4069;5161;8026;0
28297;290000;2;1;2;31;21720;1240;3682;4694;5258;1248;1240;3682;4704;5258;1248;9600;0
28299;30000;2;2;2;31;28651;28716;26570;26829;26839;27449;1800;2000;1600;1000;1000;1000;0
28300;80000;2;2;1;46;74745;76314;77344;49168;48243;47810;2815;2345;1763;1854;1737;1774;0
28301;50000;2;2;1;42;48706;49704;50851;50868;12003;9679;1809;1956;2234;369;330;343;0
28303;260000;2;2;1;34;198788;195154;191504;168983;160592;156826;6105;6345;7027;6000;5000;7000;0
28304;60000;2;2;1;41;19813;20064;23213;20383;18431;18702;5000;5000;2000;1000;2000;1000;0
28307;180000;2;2;1;30;8531;9432;10771;11965;11903;12769;1200;1500;1431;369;1000;1000;0
28308;80000;2;2;2;31;30911;28190;27045;22843;20578;19049;2009;1751;1500;1000;779;545;1
28309;70000;2;2;1;44;66301;68105;68287;28163;27220;28124;3500;3000;1500;1000;2000;2000;0
28310;360000;2;1;1;36;18641;7174;11044;15887;8607;8843;7174;11044;15895;8607;8843;3000;0
28312;100000;2;3;1;38;87181;84668;83898;77260;68173;66682;4017;7121;94;2408;2513;2716;0
28313;100000;2;1;2;29;70205;64898;62715;61465;55501;57892;4000;5030;10000;5000;10000;10000;0
28317;60000;2;2;2;27;7301;11482;39511;39654;38168;36526;11512;39511;1866;1400;2000;1300;0
28318;10000;2;2;1;29;6176;6512;7447;8777;8956;9731;1265;1200;1500;400;1000;273;0
28319;230000;2;4;1;35;4793;6277;3433;11449;2433;23832;6336;3447;11449;2433;23832;742;0
28321;350000;2;2;2;28;3738;7555;36553;8997;13074;5107;7555;36698;9124;13074;5107;18830;0
28322;200000;2;3;1;28;86;7024;1466;1466;479;2448;7066;1473;1473;486;3442;12;1
28324;180000;2;2;1;29;113331;113436;109439;111108;108476;104655;5500;1308;7623;3900;11;7700;1
28326;70000;2;2;2;30;69494;112821;70305;71017;66218;66854;2716;2570;2720;2350;2500;2660;1
28327;460000;2;2;2;32;30506;26595;16712;15635;6965;7107;1568;1714;1000;1000;142;5000;0
28328;110000;2;2;1;42;776;776;776;776;776;926;776;776;776;776;926;776;0
28329;240000;2;1;2;31;31759;40286;9015;10476;20237;2011;10000;9015;2000;10000;2512;67826;0
28330;210000;2;2;1;31;205243;209502;203831;178410;130619;115700;7736;7100;8300;4800;4396;4200;0
28333;420000;2;2;1;34;49256;48264;45983;41494;41065;40666;4000;2650;1043;42000;40666;48424;0
28334;230000;2;4;2;34;2223;2233;159;1772;28704;19474;1000;159;1778;28704;19474;650;0
28336;50000;2;3;1;41;46456;47445;48847;50065;17304;17824;1760;2162;2380;619;798;1000;0
28337;80000;2;2;2;43;77479;77057;78102;58501;51042;19036;3631;3177;2600;3000;1691;695;0
28339;80000;2;3;1;40;18608;19583;19098;14269;14612;16945;2000;2000;1090;2300;4500;1050;0
28340;290000;2;2;1;36;8413;9852;8890;13338;10542;20076;2006;1529;5063;5000;10010;10135;0
28343;450000;2;2;1;36;3087;2081;198;9532;3420;130;2081;198;9532;3420;130;878;0
28346;280000;2;2;3;40;291952;275948;240627;228230;209987;196997;8562;7071;6574;5938;5867;7704;0
28347;20000;2;3;1;41;8777;10461;11583;13079;14546;16149;2000;1600;2000;2000;2000;2000;0
28349;250000;2;1;2;36;111204;114954;116608;120564;121477;124115;5600;5000;5900;4400;4600;5100;0
28351;500000;2;3;2;35;458863;16818;37596;62845;80212;20494;16918;37596;31802;30615;21346;10678;0
28353;250000;2;2;2;36;71012;60816;59328;57692;52811;49067;2200;3003;2800;1834;1850;3000;0
28354;170000;2;1;2;39;60514;33711;21660;23307;15135;3527;5011;5000;6538;4167;3527;7521;0
28357;170000;2;2;2;43;136113;137722;139384;141314;139252;139205;7000;7000;7000;5100;5300;5030;0
28359;280000;2;2;2;32;6562;54318;4245;6969;29236;8865;54318;4281;6985;29264;8873;14394;0
28360;160000;2;3;2;47;396;396;5345;396;396;6396;396;5345;396;396;6396;396;0
28362;200000;2;1;1;40;3827;8030;5020;5451;2619;5188;8030;5020;5451;2619;5188;8794;0
28363;400000;2;1;2;30;634;5939;6624;8004;10390;21325;5939;2624;3004;3090;11325;3282;0
28369;460000;2;2;1;39;11403;14015;2978;11402;12072;7090;14029;2978;11402;12802;7090;793;0
28370;80000;2;2;2;42;42656;39657;30297;30633;31190;30905;1519;2000;2000;1312;3200;1200;0
28374;50000;2;2;1;36;46714;47404;48786;49768;27838;84810;1766;2148;2130;1200;1012;2034;0
28376;130000;2;2;2;37;81731;84383;87518;89360;90481;92858;4000;4500;4190;3500;4000;4000;0
28378;210000;2;2;1;44;88309;89755;90031;70660;71172;71844;4500;3600;3100;2900;2600;2700;0
28379;260000;2;5;2;39;174591;175093;176088;155624;141976;141305;10000;10000;7619;7000;8000;7000;0
28380;50000;2;2;1;32;45271;44751;43952;29136;19048;17946;2000;1500;1239;612;607;2593;0
28381;460000;2;2;2;33;8316;11672;1110;1927;5621;1703;6018;1110;1927;5649;1703;2009;0
28382;150000;2;3;1;34;115227;112391;98583;95810;87216;88201;10000;5000;4000;4000;3290;3200;0
28388;50000;2;3;2;34;51037;47669;48940;50545;29523;28960;2100;2329;2943;990;1168;975;0
28390;210000;2;1;1;38;8420;8106;4168;23067;19972;45864;3000;4521;24000;10000;30000;6432;0
28391;160000;2;2;2;39;163058;161485;161076;156478;122441;120574;6001;6401;6384;4600;4800;4400;0
28394;160000;2;2;1;37;138594;134736;97629;100398;102606;104864;3755;3676;3637;3000;3040;2938;0
28395;220000;2;2;1;40;5785;4164;8553;11652;14968;7898;4183;8603;11709;15823;7937;5302;0
28396;80000;2;3;1;43;71604;73316;75039;76597;78712;81365;3500;3500;3400;4000;4000;3000;0
28399;200000;2;1;1;36;588;608;4695;2008;164;3383;608;4695;2008;164;3383;4331;0
28400;320000;2;1;2;41;2197;1376;3342;11970;9700;38473;1376;3343;11973;9700;38473;29757;0
28404;210000;2;2;2;29;103591;104103;70449;66311;26802;25029;3831;3357;2098;610;763;1131;0
28406;500000;2;1;2;28;390393;374105;467911;355531;587067;323821;26085;13566;18975;11096;35204;10121;0
28409;250000;2;1;2;28;116861;109714;101494;92258;71472;77800;5000;5000;3000;3000;11500;10000;0
28412;150000;2;2;2;28;22943;18989;19961;16549;14227;15380;1335;1307;1178;1500;1500;1000;0
28413;340000;2;2;2;29;43733;16584;16498;100928;26083;20214;16787;16514;100940;20229;25;8;0
28414;80000;2;1;1;28;73606;81876;71029;67915;69190;53606;10200;4000;10000;11700;53606;5000;0
28416;100000;2;2;2;29;87133;79469;75452;69257;62005;60882;3400;3350;3000;2400;2500;2382;0
28417;230000;2;1;2;29;12394;12105;2439;5185;9893;11567;2102;3000;6000;5000;2000;2000;0
28419;220000;2;2;2;29;28992;36106;33494;29518;29569;28587;8000;3000;3000;6000;5000;1136;0
28420;80000;2;1;2;29;14227;15185;16236;16960;17777;18042;1500;1600;1300;1100;700;700;1
28421;420000;2;2;1;29;48455;34993;35340;54763;59037;60290;2011;3000;20000;5000;2000;3000;0
28422;130000;2;2;2;32;11175;14181;70042;20739;7469;5963;14181;70505;20749;7469;5997;1978;0
28424;210000;2;1;2;31;77830;68850;42884;23547;18574;12466;2555;2027;1045;1000;500;10000;0
28425;220000;2;1;2;31;124281;84575;93180;99097;106391;97337;10000;10000;8000;10000;10000;12097;0
28427;50000;2;1;2;30;41934;43041;44048;44824;46469;47579;2100;2000;1800;2700;2000;1700;0
28428;80000;2;2;2;31;4771;4771;538;15664;150;1150;4771;538;15664;150;1150;791;0
28429;300000;2;1;2;33;58719;60142;61577;62169;63374;59865;3000;3000;2300;2203;1858;1815;0
28431;290000;2;2;2;33;242422;221004;211610;214300;213834;217758;7757;7697;7657;7771;7870;7889;0
